[[[0.55211294f32, 0.92269695f32, 0.9263346f32, 0.76031244f32, 4.4560432e-2f32, 0.15218955f32, 0.8324485f32, 0.4641732f32, 0.42986304f32, 0.23069465f32, 0.64630336f32, 0.39444554f32, 0.4127522f32, 0.9278825f32, 0.29872316f32, 0.8212209f32, 4.471904e-2f32, 0.87854564f32, 0.16331613f32, 0.5252652f32, 9.7780704e-2f32, 0.80848676f32, 0.22444439f32, 0.9110458f32, 0.25036442f32, 0.7006035f32, 0.53238165f32, 0.7711636f32, 0.67057896f32, 0.16556478f32, 0.6467155f32, 0.60063607f32],
[0.1319267f32, 3.821447f32, 7.986108f32, 0.26735556f32, 3.6739135f32, 8.043441f32, 3.5229943f32, 9.299298f32, 7.3196907f32, 7.0692134f32, 9.419042f32, 1.8623432f32, 8.418619f32, 4.6061563f32, 9.061475f32, 3.4419508f32, 8.964542f32, 5.014081f32, 2.1561427f32, 4.227652f32, 2.0751128f32, 7.070588f32, 2.6989734f32, 2.0513926f32, 2.4204316f32, 4.391728f32, 1.8238642f32, 1.8195808f32, 2.439616f32, 5.5842223f32, 6.79042f32, 8.4215555f32],
[4.3052f32, 3.2233157f32, 8.265136f32, 4.747729f32, 3.870585f32, 1.1384581f32, 3.0835166f32, 5.0588436f32, 9.113255f32, 3.435717f32, 3.7885497f32, 0.3870049f32, 4.774356f32, 1.0380243f32, 3.729768f32, 3.5434036f32, 2.6565824f32, 3.7712777f32, 7.932821e-2f32, 0.34146562f32, 8.061998f32, 4.574633f32, 1.3093948f32, 1.4720078f32, 1.5034941f32, 1.6001124f32, 6.4505253f32, 9.5986185f32, 4.274182f32, 6.0978303f32, 2.3600807f32, 1.0593223e-2f32],
[6.9891105f32, 3.7084773f32, 3.1758013f32, 9.528649e-2f32, 6.142732f32, 3.7490776f32, 4.1414137f32, 3.3712645f32, 5.431679f32, 4.460153f32, 1.5034647f32, 8.291112f32, 4.0894356f32, 1.4208993f32, 9.46067f32, 9.402817f32, 9.848451f32, 2.8669558f32, 4.494956f32, 4.327291f32, 3.8287492f32, 3.1132457f32, 4.520513f32, 0.36545205f32, 8.7708845f32, 3.2248905f32, 2.5418744f32, 4.146884f32, 5.5500736f32, 7.4669003f32, 3.5808003f32, 6.0811224f32],
[0.94565463f32, 4.3857875f32, 7.7699804f32, 8.726174f32, 5.100995f32, 0.5782996f32, 8.846482f32, 7.1936755f32, 0.28165984f32, 5.185907f32, 6.7546196f32, 5.6975417f32, 5.800014e-2f32, 7.639094f32, 5.0184593f32, 2.319628f32, 1.4255385f32, 2.2427373f32, 4.573396f32, 3.967493f32, 5.6507096f32, 6.4379053f32, 2.300037e-2f32, 0.63022417f32, 3.3338542f32, 3.6623561f32, 1.4680578f32, 7.4702406f32, 0.3951139f32, 5.61214f32, 9.358113f32, 9.071113f32],
[2.4785976f32, 5.2897277f32, 4.4815383f32, 4.515338f32, 5.389f32, 1.1517121f32, 3.3169045f32, 4.6000323f32, 0.7721452f32, 6.3668575f32, 1.2449214f32, 0.26297417f32, 4.2194963f32, 9.072277f32, 4.725532f32, 3.1820285f32, 0.28359944f32, 2.1729178f32, 4.226032f32, 5.216441f32, 9.540032f32, 8.704952f32, 7.720549f32, 7.443787f32, 9.551275f32, 2.7458777f32, 8.013044f32, 8.559884f32, 6.3547683f32, 1.5090528f32, 3.878216f32, 2.030569f32]],
[[6.2198286f32, 1.8939972f32, 7.3507137f32, 3.39012f32, 5.5635665e-2f32, 3.824701e-2f32, 7.906717f32, 0.7059942f32, 8.746719f32, 2.0399194f32, 3.4371598f32, 7.43857f32, 1.4870933f32, 1.5792824f32, 1.3900307f32, 5.787406f32, 1.2499932f32, 7.536536f32, 7.0290027f32, 4.415143f32, 3.926445f32, 0.18034679f32, 7.87297f32, 5.499203f32, 6.005995f32, 8.280631f32, 6.9155087f32, 3.2490783f32, 7.4072285f32, 9.414016f32, 2.031326f32, 4.6937094f32],
[0.32169363f32, 2.1029124f32, 4.396039f32, 7.201263f32, 1.309032f32, 7.228738f32, 4.1240354f32, 7.3058496f32, 2.629168f32, 8.900683f32, 1.3005949f32, 0.991525f32, 6.4689136f32, 6.2506266f32, 7.208379f32, 7.416776f32, 0.45980737f32, 7.743272f32, 1.8641157f32, 9.007414f32, 1.7341635f32, 8.90883f32, 3.3212676f32, 4.2336783f32, 3.4422352f32, 4.089178f32, 1.2052683f32, 9.591224f32, 1.5841447f32, 4.3545046f32, 6.946478f32, 9.689615f32],
[5.4187665f32, 5.4293776f32, 0.8831539f32, 5.4679804f32, 5.4456058f32, 1.6893152f32, 2.4361002f32, 8.1226425f32, 0.6011607f32, 3.1180468f32, 7.2168503f32, 6.922885f32, 1.3496033f32, 9.066916f32, 6.835099f32, 9.178891f32, 7.415096f32, 5.1161785f32, 6.7902303f32, 9.179566f32, 8.143103f32, 0.82653755f32, 3.3897471f32, 9.461092f32, 0.7837368f32, 4.5854287f32, 0.63305837f32, 8.192155f32, 2.5969784f32, 2.9844825f32, 8.264899f32, 3.4719524f32],
[8.546905f32, 9.781561f32, 9.223421f32, 7.663522f32, 6.5724306f32, 4.932274f32, 7.4836187f32, 5.7439795f32, 4.238072f32, 0.68057567f32, 0.36157575f32, 9.57548f32, 1.2505149f32, 3.9425194f32, 9.859138f32, 3.1091099f32, 3.0104332f32, 1.4492022f32, 2.9114583f32, 5.937675f32, 0.8467096f32, 9.350301f32, 9.25743f32, 7.696223f32, 6.771527f32, 7.1428084f32, 6.5431376f32, 5.0550056f32, 9.836606f32, 0.5949247f32, 5.054916f32, 8.874695f32],
[0.449734f32, 7.4435263f32, 7.1499867f32, 6.1910014f32, 4.504785f32, 7.9195814f32, 4.401408f32, 0.9028451f32, 4.313439f32, 5.387981f32, 7.419141f32, 5.00885f32, 6.149445f32, 3.562286f32, 7.331177f32, 4.329297f32, 3.8489535e-2f32, 5.5929236f32, 2.4349153f32, 0.3787384f32, 5.292714f32, 3.9377043f32, 0.33135745f32, 7.868563f32, 4.9739285f32, 1.6403799f32, 9.058422f32, 2.037313f32, 5.2568083f32, 3.8861828f32, 4.654887f32, 1.7431487f32],
[2.999778f32, 0.9757012f32, 7.9804583f32, 1.2017272f32, 5.7873163f32, 1.614186f32, 0.8267317f32, 8.134713f32, 0.85936046f32, 6.2010145f32, 4.695019e-2f32, 5.393983f32, 3.8784173f32, 6.902973f32, 3.0849063f32, 8.447348f32, 7.1025767f32, 4.3211837f32, 5.016007f32, 4.1477113f32, 1.7054039f32, 2.8549829f32, 7.556175f32, 3.342847f32, 3.7246468f32, 2.680663f32, 3.7671088e-3f32, 8.228936f32, 0.47731405f32, 0.31585944f32, 9.426069f32, 1.5564951f32],
[9.024104f32, 3.3387117f32, 3.9251916f32, 1.8569456f32, 8.514621f32, 6.1557736f32, 0.4020893f32, 8.475872f32, 6.7838135f32, 0.42391127f32, 5.0544147f32, 9.537091f32, 0.48059964f32, 1.2108057f32, 5.6853437f32, 9.179905f32, 9.371391f32, 9.123297f32, 9.24273f32, 5.92517f32, 1.3476324f32, 9.878394f32, 6.042902f32, 6.4079065f32, 0.31221035f32, 7.020391f32, 3.6468215f32, 5.6918783f32, 6.0085454f32, 4.82486f32, 8.833893f32, 4.9325476f32],
[4.461294f32, 1.9970899f32, 5.543187f32, 8.069605f32, 1.6904246f32, 7.275334f32, 7.0682654f32, 2.2031019f32, 6.600474f32, 0.4572529f32, 5.1383023f32, 8.5479555f32, 8.198987f32, 4.442369f32, 4.753895f32, 2.2977233f32, 6.7084584f32, 0.70344794f32, 2.0422692f32, 9.265609f32, 4.2458763f32, 2.0939376f32, 9.874374f32, 1.0956143f32, 2.0552852f32, 6.4274406f32, 0.37007242f32, 4.749809f32, 3.3008983f32, 7.95011e-2f32, 1.4400729f32, 8.065072f32],
[5.688752f32, 2.858643f32, 1.7502174f32, 9.306381f32, 8.236343f32, 7.6776086e-3f32, 6.770034f32, 0.71400696f32, 2.698354f32, 8.251519f32, 7.0616035f32, 9.250564f32, 7.776174f32, 4.378667f32, 8.708042f32, 9.19675f32, 5.555376f32, 0.7086968f32, 5.5044885f32, 5.730779f32, 2.9315937f32, 2.3386269f32, 5.9255333f32, 7.207299f32, 8.314314f32, 7.9074917f32, 5.9879494f32, 6.3650203f32, 1.2258682f32, 4.1571455f32, 1.7168952f32, 2.2815645f32],
[3.379849f32, 5.267171f32, 6.244492f32, 1.4586323f32, 4.8974195f32, 3.2030108f32, 0.30812046f32, 1.3408346f32, 9.039167f32, 7.0110846f32, 3.496276f32, 8.017811f32, 4.8323894f32, 5.5139947f32, 1.5040448f32, 8.08392f32, 8.453828f32, 4.8107896f32, 9.604195f32, 6.538253f32, 0.5071063f32, 0.2388013f32, 1.6614826f32, 1.1339009f32, 9.111783f32, 8.402505f32, 1.7184064f32, 2.9606578f32, 5.5002503f32, 8.930763f32, 1.425473f32, 4.4729743f32],
[1.8673176f32, 0.476901f32, 4.1724153f32, 4.0249004f32, 5.5329585f32, 8.530108f32, 6.0909085f32, 4.9407315f32, 1.4388721f32, 6.14981f32, 6.30107f32, 9.112309f32, 3.5506823f32, 9.282837f32, 4.2666755f32, 7.430813f32, 2.441237f32, 3.777895f32, 6.016223f32, 1.9795183f32, 3.576092f32, 1.8499584f32, 2.516564f32, 0.94814306f32, 4.787693f32, 0.87378216f32, 5.766897f32, 8.7188015f32, 4.653921f32, 5.9684367f32, 2.7361524f32, 6.9093637f32],
[8.153169f32, 9.760733f32, 0.86901486f32, 2.7357252f32, 9.7538f32, 1.4136394f32, 7.8576393f32, 5.048687f32, 0.15785685f32, 6.4352403f32, 9.1658945f32, 5.2881994f32, 6.2161365f32, 5.6207943f32, 8.994387f32, 5.3158627f32, 9.030673f32, 0.6353013f32, 8.236632f32, 6.20427f32, 0.67763877f32, 0.96725297f32, 5.9747796f32, 3.6410966f32, 0.5846642f32, 5.6419463f32, 0.3121118f32, 9.632752f32, 6.171952f32, 5.094438f32, 8.036503f32, 6.0683036f32],
[3.6786945f32, 1.3988235f32, 5.7236805f32, 6.9678946f32, 8.1891f32, 4.671176f32, 2.9006107f32, 0.55947405f32, 1.3536443f32, 7.6855435f32, 6.146031f32, 8.726418f32, 6.5819817f32, 4.401922f32, 9.037292f32, 7.4988756f32, 3.835318f32, 6.795617f32, 3.4329195f32, 1.8729045f32, 3.373777f32, 4.345089f32, 6.7640643f32, 7.239825f32, 2.8123834f32, 0.9614784f32, 0.9889091f32, 5.064718f32, 6.0839033f32, 0.7198376f32, 1.9659475f32, 0.9569855f32],
[2.4279387f32, 1.199686f32, 4.594786f32, 9.359028f32, 1.1174741f32, 5.3003573f32, 9.71894f32, 6.8659487f32, 6.702259f32, 6.46132f32, 0.6478825f32, 2.7136f32, 2.1471746f32, 9.505051f32, 5.106254f32, 2.9796903f32, 3.141309f32, 5.34985f32, 9.321558f32, 6.185871e-2f32, 5.1678314f32, 9.493612f32, 3.2967093f32, 8.302311f32, 4.739723f32, 5.5218425f32, 3.854523f32, 9.395165f32, 5.2795253f32, 9.841644f32, 1.3076718f32, 9.647821f32],
[6.7640047f32, 6.039354f32, 7.5925155f32, 1.899315f32, 8.039107f32, 3.0448241f32, 0.95755607f32, 7.6761065f32, 0.102306746f32, 9.120455f32, 8.160911f32, 5.535837f32, 6.2214994f32, 1.1565095e-2f32, 2.724337f32, 4.5912848f32, 5.458663f32, 4.978456f32, 4.9038596f32, 6.786693f32, 6.042558f32, 6.0484056f32, 1.841833f32, 0.5681336f32, 6.1232634f32, 1.354753f32, 4.079894f32, 1.6024894f32, 1.3148408f32, 5.952033f32, 3.3555338f32, 4.1037517f32],
[2.8209107f32, 8.537515f32, 6.312567f32, 1.3825809f32, 9.4444f32, 0.89286554f32, 0.97598153f32, 3.563649f32, 4.1785793f32, 9.878341f32, 3.0910165f32, 9.869985f32, 0.95896226f32, 1.8052323f32, 0.13967393f32, 9.593233f32, 0.94588184f32, 8.342476f32, 0.4870487f32, 0.6218786f32, 7.5364075f32, 1.7890238f32, 3.138797f32, 2.4302874f32, 3.0794888f32, 0.5695008f32, 0.8064262f32, 5.4023843f32, 8.59044f32, 2.9759433f32, 1.6125716f32, 2.8227122f32],
[1.32832f32, 3.9682279f32, 2.472252f32, 1.087804f32, 4.9322357f32, 9.538934f32, 9.524385f32, 2.540743f32, 6.1385083f32, 3.9253304f32, 8.610865f32, 8.826914f32, 1.1715189f32, 2.263748f32, 4.139616f32, 8.723782f32, 2.5960472f32, 3.103465f32, 9.76497f32, 2.0887597f32, 6.978412f32, 0.40403718f32, 4.961679f32, 6.569156f32, 0.6696526f32, 9.537861f32, 5.092764f32, 4.63422f32, 9.884872f32, 5.739589f32, 0.3419914f32, 4.7871823f32],
[0.92518514f32, 4.1813183f32, 1.3307099f32, 6.412305f32, 8.451335f32, 6.3103886f32, 3.6063988f32, 4.905607f32, 5.310811f32, 2.2992527f32, 3.9691956f32, 7.521965f32, 3.6374876f32, 7.2006807f32, 0.88493246f32, 1.9990277f32, 5.8291416f32, 2.8050315f32, 5.216785f32, 9.708634f32, 5.4565487f32, 6.963877f32, 7.145762f32, 3.2600114f32, 4.1229553f32, 8.0210905f32, 1.1910856f32, 8.004254f32, 7.389168f32, 3.2070453f32, 4.9163322f32, 9.497873f32],
[4.5166745f32, 1.2231119f32, 1.9694928f32, 2.1586366f32, 8.9293f32, 2.9385314f32, 5.136664f32, 7.830502f32, 1.4307365f32, 6.428624f32, 8.454069f32, 3.072909f32, 9.024728f32, 0.41559222f32, 1.7713525f32, 1.52786f32, 8.209602f32, 5.3970323f32, 2.4971824f32, 0.6703542f32, 6.5359445f32, 1.5199723f32, 8.524048f32, 6.683549e-2f32, 2.2204852f32, 6.5944476f32, 7.330961f32, 2.041262f32, 4.4359465f32, 1.0116552f32, 7.858742f32, 9.576442f32],
[0.3760594f32, 4.4358773f32, 2.426558f32, 7.5761943f32, 4.75978f32, 4.5649357f32, 7.185303f32, 2.703791f32, 6.571746f32, 0.3252961f32, 6.2607045f32, 9.817727f32, 6.5636926f32, 9.689574f32, 9.255306f32, 8.023279f32, 3.347227f32, 4.951389f32, 7.2596307f32, 8.312613f32, 3.3959365f32, 1.537079f32, 2.4570394f32, 9.584179f32, 1.203616f32, 4.749736f32, 3.040784f32, 1.1828196f32, 9.501627f32, 9.410584f32, 9.366674f32, 0.7913035f32],
[5.8746443f32, 3.2544928f32, 0.26315945f32, 6.651114f32, 3.0080204f32, 0.87220603f32, 1.7845503f32, 9.102169f32, 1.8479149f32, 3.6405077f32, 4.628406f32, 1.9438665f32, 7.6730523f32, 7.30146f32, 7.5280743f32, 9.568616f32, 5.7104588f32, 5.215214f32, 5.6400084f32, 6.3005342f32, 3.875326f32, 3.262463f32, 1.5895523f32, 1.6860526f32, 8.087092f32, 1.5298002f32, 8.029698f32, 6.548865f32, 5.1139812f32, 9.595564f32, 9.3034f32, 6.8873415f32],
[5.555881f32, 3.712805f32, 4.413083f32, 4.807362f32, 2.4859772f32, 8.98657f32, 3.14033f32, 4.271856f32, 2.4210372f32, 9.032731f32, 3.2061477f32, 9.40775f32, 2.6872437f32, 6.046342f32, 9.315562f32, 0.7357522f32, 1.7850201f32, 9.71963f32, 8.930481f32, 8.602791f32, 0.86344326f32, 1.0973763f32, 8.5842285f32, 4.883423f32, 6.44691f32, 7.148044f32, 1.612188f32, 4.5375957f32, 8.068875f32, 8.143621f32, 8.819439f32, 4.5293093f32],
[2.2391803f32, 8.896747f32, 4.0766454f32, 0.7717451f32, 2.9583263f32, 4.08435f32, 1.2163513f32, 6.9201126f32, 0.28381422f32, 5.6409736f32, 7.5415277f32, 3.245753f32, 3.998239f32, 6.8276196f32, 2.8742368f32, 9.487558f32, 0.65492046f32, 4.424367f32, 3.074077f32, 3.2874744f32, 7.448955f32, 1.6167889f32, 2.824148f32, 2.224141f32, 3.6569266f32, 7.9955473f32, 1.955474f32, 8.499754f32, 3.2380064f32, 8.16655f32, 5.917199f32, 0.42177457f32],
[5.2400174f32, 9.88456f32, 4.47745f32, 7.817545f32, 8.454712f32, 4.1418557f32, 4.5862265f32, 5.5160656f32, 0.92524004f32, 9.849539f32, 1.002284f32, 5.975407f32, 2.7855008f32, 8.741425f32, 3.519288f32, 1.5193828f32, 2.7363985f32, 0.9323559f32, 6.2641706f32, 0.8921409f32, 2.5015838f32, 7.3803844f32, 9.369806f32, 8.386828f32, 4.7869215f32, 2.514925f32, 3.3727655f32, 8.887941f32, 5.2846246f32, 6.568131f32, 2.7003047f32, 4.403532f32],
[1.0044514f32, 4.6657987f32, 9.342597f32, 6.178219f32, 3.4310973f32, 3.0456698f32, 7.5543046f32, 6.3692393f32, 1.5645716f32, 5.563789f32, 0.14386354f32, 3.860215f32, 2.9374893f32, 8.682966f32, 3.493899e-3f32, 1.2052364f32, 1.2516514f32, 8.409958f32, 4.424535f32, 0.9762913f32, 2.4198806f32, 7.513793f32, 5.2249045f32, 2.8258739f32, 6.1576085f32, 8.241166f32, 3.542253f32, 0.62691087f32, 7.623127f32, 9.5661545f32, 8.159327f32, 4.396795f32],
[8.23132f32, 8.503903f32, 2.4224994f32, 8.852363f32, 3.7835999f32, 0.73106694f32, 5.5459485f32, 5.972717f32, 8.049389f32, 9.797535f32, 9.59096f32, 2.8951395f32, 4.8238487f32, 1.8245357f32, 1.4910753f32, 9.574366f32, 7.3995647f32, 6.8561172f32, 4.492031f32, 2.6311638f32, 2.383655f32, 3.9735527f32, 5.088992f32, 9.596444f32, 7.870603f32, 6.502703f32, 2.5719216f32, 8.857322f32, 2.6067538f32, 5.9817233f32, 9.198776f32, 4.6972365f32],
[7.34922f32, 9.546758f32, 1.188714f32, 7.1575623f32, 7.7708607f32, 6.3767724f32, 1.581785f32, 3.373781f32, 3.6196003f32, 2.940753f32, 6.526705f32, 1.3881577f32, 4.1941977f32, 1.314341f32, 4.893012f32, 7.9852805f32, 3.2617397f32, 9.059844f32, 7.5771546f32, 9.166927f32, 1.4071561f32, 7.609614f32, 5.074535f32, 4.50335f32, 4.3219295f32, 7.8221364f32, 1.9754915f32, 8.303543f32, 4.5704913f32, 4.6584053f32, 3.9171185f32, 0.7643797f32],
[8.588495f32, 4.9755483f32, 2.362264f32, 1.314413f32, 6.0479546f32, 3.889712f32, 2.5121634f32, 6.6936517f32, 1.1830816f32, 7.9039383f32, 1.7577044f32, 0.11343282f32, 0.102809496f32, 3.0640898f32, 4.39748f32, 9.667017f32, 4.0658026f32, 8.743146f32, 4.4477654f32, 4.2567973f32, 7.7934785f32, 9.374549f32, 9.046448f32, 2.0162807f32, 9.558549f32, 4.343361f32, 1.2186886f32, 2.4247282f32, 2.4269557f32, 6.994348e-2f32, 8.184925f32, 6.5241117f32],
[1.2608048f32, 3.6229148f32, 2.7681386f32, 3.4531872f32, 2.9241593f32, 7.4329605f32, 2.3208442f32, 2.0551775f32, 3.936759f32, 0.96293354f32, 5.449285f32, 8.883932f32, 4.151436f32, 3.491659f32, 3.9300332f32, 5.3634715f32, 7.9198256f32, 7.315285f32, 6.9148574f32, 6.0211744f32, 1.043066f32, 2.2220967f32, 3.7508707f32, 6.424053f32, 3.4847698f32, 2.081157f32, 7.951223f32, 0.3159503f32, 3.3895516f32, 2.3508995f32, 0.9694251f32, 5.495935f32],
[8.085619f32, 6.041372f32, 1.5219208f32, 9.173509f32, 1.4736872f32, 6.7065377f32, 5.446527f32, 8.244313f32, 4.204773f32, 9.584615f32, 1.9926418f32, 6.3781366f32, 8.128192f32, 5.8284535f32, 1.2656164f32, 1.8890853f32, 7.882541f32, 2.7409446f32, 8.923538f32, 2.177442f32, 6.0888186f32, 5.9965835f32, 2.9763753f32, 9.722319f32, 8.89124f32, 6.314562f32, 4.701887f32, 6.038267f32, 6.8879647f32, 6.306325f32, 5.506994f32, 1.0018975f32],
[7.555885f32, 2.5031269f32, 4.5399404f32, 9.870233f32, 2.0139487f32, 6.186585f32, 4.39119f32, 9.274572f32, 3.849329f32, 1.6889865f32, 3.517671f32, 7.1218367f32, 6.042552f32, 9.562001f32, 5.8672814f32, 2.8190484f32, 0.28084257f32, 1.1294824f32, 6.6397395f32, 6.440539f32, 3.960614f32, 9.390296f32, 8.6065035f32, 7.2113237f32, 2.2025282f32, 5.7694573f32, 5.8154383f32, 9.295498f32, 0.27396807f32, 4.6962843f32, 7.2275734f32, 7.782798f32],
[7.289004f32, 9.536121f32, 2.293625f32, 6.927436f32, 8.88668f32, 1.2945453f32, 5.679046f32, 5.8442407f32, 1.377695f32, 3.8609579f32, 0.13309802f32, 6.3497486f32, 6.2722383f32, 9.279548f32, 6.440989f32, 5.4587965f32, 7.7572575f32, 1.8341653f32, 2.5771685f32, 7.6151795f32, 7.0125933f32, 7.8506923f32, 1.9963818f32, 1.710154f32, 7.690738f32, 3.0450625f32, 2.1575844f32, 5.6470165f32, 2.2701445f32, 4.5018277f32, 0.40206805f32, 6.8972316f32]]],
[[[8.199708f32, 4.4051867f32, 1.5613551f32, 4.3359733f32, 8.649837f32, 0.3218187f32, 2.9929113f32, 8.542045f32, 3.7259703f32, 3.9074595f32, 1.4326638f32, 5.2308755f32, 8.400725f32, 6.033547f32, 0.9060174f32, 9.0866156e-2f32, 8.462285f32, 1.071674f32, 2.2181065f32, 8.700857f32, 8.659106f32, 7.120978f32, 5.9849606f32, 1.1508747f32, 7.9178495f32, 6.3536587f32, 7.037747f32, 4.8367934f32, 5.8504734f32, 9.631441f32, 8.630285f32, 9.813049f32],
[1.3509705f32, 0.32581183f32, 3.9574835f32, 2.2629879f32, 6.697063f32, 7.881784f32, 0.29634944f32, 2.382992f32, 8.259584f32, 6.7363706f32, 9.511788f32, 3.7022896f32, 2.3045595f32, 2.51461f32, 1.6415306f32, 7.6160345f32, 7.2056127f32, 0.55431557f32, 9.721564f32, 4.342299f32, 0.4699126f32, 3.2994592f32, 2.3280625f32, 1.1519523f32, 2.8379176f32, 3.5281057f32, 6.602741f32, 0.3915533f32, 5.719812f32, 7.050158f32, 9.482363f32, 9.28034f32],
[4.878713e-2f32, 4.5370398f32, 2.4435034f32, 9.815239f32, 4.605555f32, 0.9108018f32, 3.0525742f32, 5.1102057f32, 5.112787f32, 9.684318f32, 5.3619742f32, 5.741692f32, 0.660305f32, 2.4998255f32, 3.391935f32, 7.414403f32, 5.113946f32, 5.5949583f32, 9.122785f32, 8.087813f32, 4.6008263f32, 1.7996595f32, 6.9968786f32, 1.4004521f32, 2.8668973f32, 1.8773868f32, 1.2872566f32, 2.0884604f32, 7.7727885f32, 8.2511635f32, 5.0289927f32, 5.6072555f32],
[1.6519315f32, 8.780265f32, 8.78668f32, 4.6658034f32, 7.1716075f32, 3.899383f32, 8.345774f32, 5.8534145f32, 5.6761065f32, 6.033966f32, 4.114919f32, 6.7987633f32, 2.0793266f32, 5.8747625f32, 9.431019f32, 4.601023f32, 2.5885272f32, 8.83324f32, 4.717726f32, 9.070382f32, 8.200106f32, 2.9342244f32, 7.798704f32, 7.118889f32, 9.3536215f32, 0.76943374f32, 4.2251177f32, 3.129935f32, 0.841904f32, 7.506109f32, 5.516579f32, 4.3165774f32],
[7.9788804f32, 5.45002f32, 5.397441f32, 5.665736f32, 9.559363f32, 8.854663f32, 0.32458505f32, 5.8516927f32, 7.86939f32, 1.4261628f32, 3.520074f32, 5.7865977f32, 5.018465f32, 8.607033f32, 3.6787257f32, 5.2197127f32, 3.4376507f32, 1.8531803f32, 4.0309057f32, 1.1662565f32, 4.9027457f32, 5.5964155f32, 0.56789696f32, 2.6293805f32, 5.876684f32, 9.703761f32, 4.7951856f32, 2.0489442f32, 6.6100564f32, 5.53791f32, 6.1016164f32, 8.587934e-2f32],
[0.5345294f32, 4.6702914f32, 8.781668f32, 1.9640628f32, 2.0021098f32, 5.298059f32, 8.697647f32, 1.9915313f32, 7.452239f32, 7.9914846f32, 7.8915462f32, 9.175939f32, 4.7839684f32, 7.601262f32, 0.32876992f32, 2.648933f32, 1.4708796f32, 9.504166f32, 2.5145628f32, 4.968219f32, 0.6056123f32, 7.239638f32, 0.9391655f32, 4.5805845f32, 7.186394f32, 7.0943923f32, 3.325302f32, 5.40769f32, 7.7025943f32, 1.9306774f32, 8.257724f32, 0.19746578f32],
[0.32554984f32, 1.18744f32, 4.6146116f32, 3.431508f32, 3.1492574f32, 9.191005f32, 3.4777052f32, 0.49118224f32, 6.7025776f32, 9.028451f32, 9.022382f32, 2.4014404f32, 6.177305f32, 0.8158245f32, 1.8540584f32, 0.40565106f32, 0.9524607f32, 9.169226f32, 9.760046f32, 0.7855413f32, 6.175997f32, 9.036161f32, 0.37444496f32, 1.0356959f32, 4.2441845f32, 5.7353168f32, 6.4310756f32, 9.2765665f32, 4.323523f32, 0.42221478f32, 8.348499f32, 2.207194f32],
[4.9163656f32, 7.563703f32, 0.7151252f32, 9.560931f32, 2.8790848f32, 1.5634109f32, 5.328137f32, 8.610173f32, 7.8908033f32, 2.2797382e-2f32, 2.5579448f32, 2.839679f32, 8.455541f32, 3.0513215f32, 7.978122f32, 2.8408024f32, 3.3138046f32, 3.8509512f32, 4.521871f32, 1.9183742f32, 0.5216189f32, 3.7392738f32, 7.753799f32, 5.4910297f32, 8.690325f32, 5.4379406f32, 4.4542613f32, 8.165802f32, 0.6778365f32, 1.82253f32, 8.492851f32, 0.9597164f32],
[1.1595962f32, 4.99578f32, 3.4861152f32, 4.2524376f32, 6.8050766f32, 6.8809996f32, 5.339355f32, 7.4500494f32, 5.5078783f32, 1.1465589f32, 0.83071476f32, 2.4889727f32, 9.711136f32, 2.5153465f32, 7.7358627f32, 7.8937545f32, 9.463329f32, 9.81552f32, 5.1227913f32, 6.370063f32, 1.044556f32, 4.18691f32, 1.553783f32, 8.685413f32, 1.7546713f32, 3.8999648f32, 2.8483496f32, 2.5543878f32, 8.019946f32, 4.6170716f32, 7.242622f32, 4.70087f32],
[5.806937f32, 8.586365f32, 1.0938784f32, 6.7331843f32, 3.885169f32, 6.991795f32, 6.922589f32, 1.1781349f32, 0.1689717f32, 7.83242f32, 8.232488f32, 3.1486225f32, 3.1248982f32, 0.38013515f32, 2.9137778f32, 7.6082f32, 2.3025897f32, 3.4265842f32, 5.4427867f32, 5.5691752f32, 3.3385894f32, 0.6038674f32, 1.6683211f32, 8.118728f32, 6.0556397f32, 1.0560521f32, 1.2279181f32, 5.9475365f32, 4.367742f32, 7.132596f32, 6.545625f32, 2.3935516f32],
[0.9167617f32, 7.964713f32, 7.3564906f32, 2.589557f32, 5.952491f32, 1.485074f32, 1.3108382f32, 5.1931944f32, 4.8658247f32, 1.5093809f32, 8.026136f32, 9.5594f32, 4.777324f32, 4.241253f32, 1.2381225f32, 1.8378516f32, 4.338802f32, 8.701545f32, 4.405416f32, 6.132486f32, 2.4221547f32, 7.4653053f32, 5.8416452f32, 3.9706006f32, 9.833904f32, 3.208616f32, 8.357133f32, 4.740218f32, 1.116049f32, 5.4492135f32, 1.5713316f32, 9.475033f32],
[8.207717f32, 6.451706f32, 5.564629f32, 4.0091352f32, 2.4884486f32, 1.9710163f32, 4.3191814f32, 4.808313f32, 3.1793866f32, 9.429895f32, 0.735466f32, 3.3997684f32, 9.4409f32, 3.7692006f32, 1.7296959f32, 9.645547f32, 8.094782f32, 5.1528597f32, 8.311515f32, 1.8006508f32, 2.133401f32, 7.4071083f32, 4.551214f32, 8.213784f32, 3.830393f32, 4.028236f32, 3.9359808f32, 1.3860906f32, 8.684854f32, 2.5744572f32, 4.0671186f32, 8.370125f32],
